conv_id,text,predicted_intent,confidence,intent_id,n_grounding_examples,top_similarity,escalate,escalate_reason,draft_reply
79,"@118919 very poor service and cheating service.
Order kuch bhitar me maal kuch",delivery_problem,90.0,2.0,3,0.6037999201338545,False,"confident intent, not high-stakes, strong historical match found",We're sorry to hear you're experiencing service issues. Please provide more details in a DM so we can assist you further. ^AS
80,@115830 Please can you tell me why you put this tiny product in a package the size of a wardrobe. #pointlesspackaging #excessivepackaging https://t.co/YuIeDQ4DP0,general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
81,"@115850 am fed up having products delivered without signing on a document.Every time I ask for the signing paper,they say it is downstairs",delivery_problem,85.0,2.0,3,0.5903759142827382,False,"confident intent, not high-stakes, strong historical match found",I apologize for the hassle with the delivery process. Please contact us here: https://t.co/Z0WsPOKERC so we can help clarify the situation. ^KS
82,"@115850 what is the use of lightening deals if all ur netbanking servers are giving errors, u shld chnged to hdfc deals https://t.co/d2ic1yWVOJ",app_or_site_technical,80.0,8.0,3,0.5367439617753241,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear you're having issues with Lightning Deals. Please reach out to us here: https://t.co/r2laKbZMAj for further assistance. ^AG
83,"Thank you, @117093, for existing. Despite some logistical frustrations, I am so lucky to have access to your services.",general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
84,@AmazonHelp Refund not received for an order placed on 22nd September and cancelled.,refund_or_return,85.0,3.0,3,0.7308862347557579,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the delay in your refund. Please contact our support team here: https://t.co/GIJyeYqKE0 and we’ll look into it for you. ^SB
85,@115830 wrong parcel came been told to reorder but now it's doubled in price. I have screenshots of what I ordered and received HELP,product_defect,85.0,6.0,3,0.6058359245293294,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the confusion with your order. Please return the incorrect item here: https://t.co/vlvfJr4nN9 and we'll assist you with the reorder. ^MJ
86,@115850  I ordered motoG5S plus frm Amazon by credit card.But they giving me refund. I paid interest of credit card for nothing.,refund_or_return,85.0,3.0,3,0.6427572764617419,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the refund issue. Please connect with us here: https://t.co/vlvfJr4nN9 so we can assist you further. ^SG
87,@115850 @951 Pls check the spec details sir....there is wrong info provided the #motoG5Splus Check this https://t.co/qoyffrOwgr,product_defect,80.0,6.0,3,0.6166559701123131,False,"confident intent, not high-stakes, strong historical match found",I apologize for the issue with the product information. Please report this to our support team here: https://t.co/vlvfJr4nN9 so we can investigate. ^JC
88,"@115830 hello, i am having trouble getting in contact with someone about an issue with a return due to an amazon locker, please help!",refund_or_return,85.0,3.0,3,0.5868205859525873,False,"confident intent, not high-stakes, strong historical match found","We're here to help! Please share the details of your return issue, and we'll assist you accordingly. ^VB"
89,You'll help me? Your customer care exec won't. Whom should I trust? Trust? What am i even getting into? Phew @115850 https://t.co/SEbK16lTLG,general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
90,Great welcome by Amazon to its Prime Member.😡😡😡 https://t.co/k8QSLXdDay,general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
91,"@115821 
My shipment is supposed to arrive yesterday 3 Oct and I do not know why the delay was so much damaged by the delay of the shipment. https://t.co/3GU7MUmrvw",order_status,85.0,1.0,3,0.6512634764668618,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the delay with your shipment. Please provide your order details here: https://t.co/GIJyeYqKE0 so we can check the status for you. ^ZH
92,@115850 Still not got this ... https://t.co/fHH03O3Yql,order_status,85.0,1.0,3,0.5998226296363594,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the inconvenience with your order delivery. Please reach out to us here: https://t.co/vlvfJr4nN9 so we can help you resolve this. ^MJ
93,@115850 #AmazonGreatIndianFestival is a chuttiappa? U guys delivered me an empty pckg of Mi4i Tempered glass. Really pathetic service. https://t.co/ZI286FMIDm,delivery_problem,90.0,2.0,3,0.6851533537167357,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for your experience with the empty package. Please reach out to us here: https://t.co/vlvfJr4nN9 so we can assist you further. ^HD
94,"@AmazonHelp I can't log into my account, it's telling me that amazon cannot find an account with my email",account_access,90.0,7.0,3,0.6863719074486522,True,high-stakes intent ('account_access') always routed to a human,I'm sorry you're having trouble logging into your account. Please visit: https://t.co/zYVX1Qi29G for assistance with account issues. ^NM
95,"@AmazonHelp @115821 automated chat says it will ship October 9th, yet your site indicates you’ll email me when you can estimate a delivery https://t.co/e3EqR9u0lu",order_status,80.0,1.0,3,0.7207714993166855,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the confusion regarding your order shipment. Please share your order details here: https://t.co/vlvfJr4nN9 so we can assist you. ^RS
96,"Worst customer svc, orderd moto G5s+ whch ws faulty &amp; reqstd 4 refnd.pickd up after mre thn 2 wks and still nt refnded &amp; no update @115850",refund_or_return,85.0,3.0,3,0.6567522323803073,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the delay with your refund. Please send us a DM so we can assist you better with your order. ^AM
97,@115850 hav prime membership. used to b best platform to shop. but now bad services. hw to discontinue prime n get money back ?,subscription_membership,85.0,10.0,3,0.7013931162057414,False,"confident intent, not high-stakes, strong historical match found","To cancel your Prime membership and request a refund, please contact our support team here: https://t.co/vlvfJr4nN9. We’ll assist you further! ^OS"
98,"@AmazonHelp My Account had it's email change without me requesting it, please help",account_access,90.0,7.0,3,0.8145910362730014,True,high-stakes intent ('account_access') always routed to a human,I'm sorry about the email change issue. Please reach out to us here: https://t.co/jzvkhdlrK5 so we can assist you in recovering your account. ^EM
99,"@AmazonHelp 

1.AS PER YOUR INSTRUCTIONS I HAVE FORWARDED THE MAIL TO THE THIRD PARTY SUPPLIER.",other,75.0,12.0,3,0.5542695922168692,True,intent classified as 'other' - no defined resolution path,
100,Gotta love when @115830 say they tried to deliver a parcel and they didn't. https://t.co/TanWbd6nqM,delivery_problem,90.0,2.0,3,0.6640876755209784,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the delivery issue. Please reach out to our support team here for further assistance: https://t.co/oGDklGgbCZ. ^GL
101,This is the same @115830 order that said 'Order now for delivery on the 4th!' listed under 'Prime' ... Arriving Saturday 7th now. https://t.co/z1BQv7rN2S,order_status,80.0,1.0,3,0.6571976145953906,False,"confident intent, not high-stakes, strong historical match found",Sorry for the delivery delay! Please contact us directly for immediate assistance: https://t.co/JzP7hlA23B. We'll help resolve this for you. ^CO
102,Creating an @117795 account is one of the worst decisions I've made 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
103,@115850 please add #discover card to make payments,billing_or_payment,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
104,"@115850 Dear amazon my item has been delivered to somewhere else, instead of delivering it to me. No response.
#HateAmazon #BadService https://t.co/qaKFHeybtJ",delivery_problem,90.0,2.0,3,0.6874521171299401,False,"confident intent, not high-stakes, strong historical match found",I'm really sorry to hear that your order was delivered elsewhere. Please report this to our support team here: https://t.co/TxK11znixD for further investigation. ^HR
105,"@119625 need help. How do I project the video onto my TV? The player doesn't support chromecast. My TV, VU, can't download your app.",app_or_site_technical,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
106,"@115850 never expected a bullying &amp; crooked behaviour from Amazon. I requested a return of defective iPhone SE, no one from Amazon..contd#",refund_or_return,75.0,3.0,3,0.6484457294089278,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the trouble you've had with your return. Please reach out to our support team here: https://t.co/rS49hgaADF and we'll assist you accordingly. ^SP
107,Amazon is doing so many frauds. i oredered iphone7and what is receved is a box with charger and earphone so be carefull@amazonIN@AmazonHelp,product_defect,85.0,6.0,3,0.6647768968193525,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about your experience. Please connect with our support team here: https://t.co/vlvfJr4nN9 so we can investigate further. ^PB
108,@115850 greetings from @158475 . we wanted to be associated for Merchant onboarding for you. Plz guide or suggest ..,other,50.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
109,#GreatIndianFestival is nothing but #Ullubanaving sale.iPhone 6price shows 20000 but just can not add this item to cart(see time) @115850 https://t.co/qFTLQ67Eov,app_or_site_technical,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
